segment,origin_id,origin_index,segment_lo,segment_hi,target_end_index,index_in_segment
train,Climate:h4:f2:o112,112,0,636,116,True
train,Climate:h4:f2:o113,113,0,636,117,True
train,Climate:h4:f2:o114,114,0,636,118,True
train,Climate:h4:f2:o115,115,0,636,119,True
train,Climate:h4:f2:o116,116,0,636,120,True
train,Climate:h4:f2:o117,117,0,636,121,True
train,Climate:h4:f2:o118,118,0,636,122,True
train,Climate:h4:f2:o119,119,0,636,123,True
train,Climate:h4:f2:o120,120,0,636,124,True
train,Climate:h4:f2:o121,121,0,636,125,True
train,Climate:h4:f2:o122,122,0,636,126,True
train,Climate:h4:f2:o123,123,0,636,127,True
train,Climate:h4:f2:o124,124,0,636,128,True
train,Climate:h4:f2:o125,125,0,636,129,True
train,Climate:h4:f2:o126,126,0,636,130,True
train,Climate:h4:f2:o127,127,0,636,131,True
train,Climate:h4:f2:o128,128,0,636,132,True
train,Climate:h4:f2:o129,129,0,636,133,True
train,Climate:h4:f2:o130,130,0,636,134,True
train,Climate:h4:f2:o131,131,0,636,135,True
train,Climate:h4:f2:o132,132,0,636,136,True
train,Climate:h4:f2:o133,133,0,636,137,True
train,Climate:h4:f2:o134,134,0,636,138,True
train,Climate:h4:f2:o135,135,0,636,139,True
train,Climate:h4:f2:o136,136,0,636,140,True
train,Climate:h4:f2:o137,137,0,636,141,True
train,Climate:h4:f2:o138,138,0,636,142,True
train,Climate:h4:f2:o139,139,0,636,143,True
train,Climate:h4:f2:o140,140,0,636,144,True
train,Climate:h4:f2:o141,141,0,636,145,True
train,Climate:h4:f2:o142,142,0,636,146,True
train,Climate:h4:f2:o143,143,0,636,147,True
train,Climate:h4:f2:o144,144,0,636,148,True
train,Climate:h4:f2:o145,145,0,636,149,True
train,Climate:h4:f2:o146,146,0,636,150,True
train,Climate:h4:f2:o147,147,0,636,151,True
train,Climate:h4:f2:o148,148,0,636,152,True
train,Climate:h4:f2:o149,149,0,636,153,True
train,Climate:h4:f2:o150,150,0,636,154,True
train,Climate:h4:f2:o151,151,0,636,155,True
train,Climate:h4:f2:o152,152,0,636,156,True
train,Climate:h4:f2:o153,153,0,636,157,True
train,Climate:h4:f2:o154,154,0,636,158,True
train,Climate:h4:f2:o155,155,0,636,159,True
train,Climate:h4:f2:o156,156,0,636,160,True
train,Climate:h4:f2:o157,157,0,636,161,True
train,Climate:h4:f2:o158,158,0,636,162,True
train,Climate:h4:f2:o159,159,0,636,163,True
train,Climate:h4:f2:o160,160,0,636,164,True
train,Climate:h4:f2:o161,161,0,636,165,True
train,Climate:h4:f2:o162,162,0,636,166,True
train,Climate:h4:f2:o163,163,0,636,167,True
train,Climate:h4:f2:o164,164,0,636,168,True
train,Climate:h4:f2:o165,165,0,636,169,True
train,Climate:h4:f2:o166,166,0,636,170,True
train,Climate:h4:f2:o167,167,0,636,171,True
train,Climate:h4:f2:o168,168,0,636,172,True
train,Climate:h4:f2:o169,169,0,636,173,True
train,Climate:h4:f2:o170,170,0,636,174,True
train,Climate:h4:f2:o171,171,0,636,175,True
train,Climate:h4:f2:o172,172,0,636,176,True
train,Climate:h4:f2:o173,173,0,636,177,True
train,Climate:h4:f2:o174,174,0,636,178,True
train,Climate:h4:f2:o175,175,0,636,179,True
train,Climate:h4:f2:o176,176,0,636,180,True
train,Climate:h4:f2:o177,177,0,636,181,True
train,Climate:h4:f2:o178,178,0,636,182,True
train,Climate:h4:f2:o179,179,0,636,183,True
train,Climate:h4:f2:o180,180,0,636,184,True
train,Climate:h4:f2:o181,181,0,636,185,True
train,Climate:h4:f2:o182,182,0,636,186,True
train,Climate:h4:f2:o183,183,0,636,187,True
train,Climate:h4:f2:o184,184,0,636,188,True
train,Climate:h4:f2:o185,185,0,636,189,True
train,Climate:h4:f2:o186,186,0,636,190,True
train,Climate:h4:f2:o187,187,0,636,191,True
train,Climate:h4:f2:o188,188,0,636,192,True
train,Climate:h4:f2:o189,189,0,636,193,True
train,Climate:h4:f2:o190,190,0,636,194,True
train,Climate:h4:f2:o191,191,0,636,195,True
train,Climate:h4:f2:o192,192,0,636,196,True
train,Climate:h4:f2:o193,193,0,636,197,True
train,Climate:h4:f2:o194,194,0,636,198,True
train,Climate:h4:f2:o195,195,0,636,199,True
train,Climate:h4:f2:o196,196,0,636,200,True
train,Climate:h4:f2:o197,197,0,636,201,True
train,Climate:h4:f2:o198,198,0,636,202,True
train,Climate:h4:f2:o199,199,0,636,203,True
train,Climate:h4:f2:o200,200,0,636,204,True
train,Climate:h4:f2:o201,201,0,636,205,True
train,Climate:h4:f2:o202,202,0,636,206,True
train,Climate:h4:f2:o203,203,0,636,207,True
train,Climate:h4:f2:o204,204,0,636,208,True
train,Climate:h4:f2:o205,205,0,636,209,True
train,Climate:h4:f2:o206,206,0,636,210,True
train,Climate:h4:f2:o207,207,0,636,211,True
train,Climate:h4:f2:o208,208,0,636,212,True
train,Climate:h4:f2:o209,209,0,636,213,True
train,Climate:h4:f2:o210,210,0,636,214,True
train,Climate:h4:f2:o211,211,0,636,215,True
train,Climate:h4:f2:o212,212,0,636,216,True
train,Climate:h4:f2:o213,213,0,636,217,True
train,Climate:h4:f2:o214,214,0,636,218,True
train,Climate:h4:f2:o215,215,0,636,219,True
train,Climate:h4:f2:o216,216,0,636,220,True
train,Climate:h4:f2:o217,217,0,636,221,True
train,Climate:h4:f2:o218,218,0,636,222,True
train,Climate:h4:f2:o219,219,0,636,223,True
train,Climate:h4:f2:o220,220,0,636,224,True
train,Climate:h4:f2:o221,221,0,636,225,True
train,Climate:h4:f2:o222,222,0,636,226,True
train,Climate:h4:f2:o223,223,0,636,227,True
train,Climate:h4:f2:o224,224,0,636,228,True
train,Climate:h4:f2:o225,225,0,636,229,True
train,Climate:h4:f2:o226,226,0,636,230,True
train,Climate:h4:f2:o227,227,0,636,231,True
train,Climate:h4:f2:o228,228,0,636,232,True
train,Climate:h4:f2:o229,229,0,636,233,True
train,Climate:h4:f2:o230,230,0,636,234,True
train,Climate:h4:f2:o231,231,0,636,235,True
train,Climate:h4:f2:o232,232,0,636,236,True
train,Climate:h4:f2:o233,233,0,636,237,True
train,Climate:h4:f2:o234,234,0,636,238,True
train,Climate:h4:f2:o235,235,0,636,239,True
train,Climate:h4:f2:o236,236,0,636,240,True
train,Climate:h4:f2:o237,237,0,636,241,True
train,Climate:h4:f2:o238,238,0,636,242,True
train,Climate:h4:f2:o239,239,0,636,243,True
train,Climate:h4:f2:o240,240,0,636,244,True
train,Climate:h4:f2:o241,241,0,636,245,True
train,Climate:h4:f2:o242,242,0,636,246,True
train,Climate:h4:f2:o243,243,0,636,247,True
train,Climate:h4:f2:o244,244,0,636,248,True
train,Climate:h4:f2:o245,245,0,636,249,True
train,Climate:h4:f2:o246,246,0,636,250,True
train,Climate:h4:f2:o247,247,0,636,251,True
train,Climate:h4:f2:o248,248,0,636,252,True
train,Climate:h4:f2:o249,249,0,636,253,True
train,Climate:h4:f2:o250,250,0,636,254,True
train,Climate:h4:f2:o251,251,0,636,255,True
train,Climate:h4:f2:o252,252,0,636,256,True
train,Climate:h4:f2:o253,253,0,636,257,True
train,Climate:h4:f2:o254,254,0,636,258,True
train,Climate:h4:f2:o255,255,0,636,259,True
train,Climate:h4:f2:o256,256,0,636,260,True
train,Climate:h4:f2:o257,257,0,636,261,True
train,Climate:h4:f2:o258,258,0,636,262,True
train,Climate:h4:f2:o259,259,0,636,263,True
train,Climate:h4:f2:o260,260,0,636,264,True
train,Climate:h4:f2:o261,261,0,636,265,True
train,Climate:h4:f2:o262,262,0,636,266,True
train,Climate:h4:f2:o263,263,0,636,267,True
train,Climate:h4:f2:o264,264,0,636,268,True
train,Climate:h4:f2:o265,265,0,636,269,True
train,Climate:h4:f2:o266,266,0,636,270,True
train,Climate:h4:f2:o267,267,0,636,271,True
train,Climate:h4:f2:o268,268,0,636,272,True
train,Climate:h4:f2:o269,269,0,636,273,True
train,Climate:h4:f2:o270,270,0,636,274,True
train,Climate:h4:f2:o271,271,0,636,275,True
train,Climate:h4:f2:o272,272,0,636,276,True
train,Climate:h4:f2:o273,273,0,636,277,True
train,Climate:h4:f2:o274,274,0,636,278,True
train,Climate:h4:f2:o275,275,0,636,279,True
train,Climate:h4:f2:o276,276,0,636,280,True
train,Climate:h4:f2:o277,277,0,636,281,True
train,Climate:h4:f2:o278,278,0,636,282,True
train,Climate:h4:f2:o279,279,0,636,283,True
train,Climate:h4:f2:o280,280,0,636,284,True
train,Climate:h4:f2:o281,281,0,636,285,True
train,Climate:h4:f2:o282,282,0,636,286,True
train,Climate:h4:f2:o283,283,0,636,287,True
train,Climate:h4:f2:o284,284,0,636,288,True
train,Climate:h4:f2:o285,285,0,636,289,True
train,Climate:h4:f2:o286,286,0,636,290,True
train,Climate:h4:f2:o287,287,0,636,291,True
train,Climate:h4:f2:o288,288,0,636,292,True
train,Climate:h4:f2:o289,289,0,636,293,True
train,Climate:h4:f2:o290,290,0,636,294,True
train,Climate:h4:f2:o291,291,0,636,295,True
train,Climate:h4:f2:o292,292,0,636,296,True
train,Climate:h4:f2:o293,293,0,636,297,True
train,Climate:h4:f2:o294,294,0,636,298,True
train,Climate:h4:f2:o295,295,0,636,299,True
train,Climate:h4:f2:o296,296,0,636,300,True
train,Climate:h4:f2:o297,297,0,636,301,True
train,Climate:h4:f2:o298,298,0,636,302,True
train,Climate:h4:f2:o299,299,0,636,303,True
train,Climate:h4:f2:o300,300,0,636,304,True
train,Climate:h4:f2:o301,301,0,636,305,True
train,Climate:h4:f2:o302,302,0,636,306,True
train,Climate:h4:f2:o303,303,0,636,307,True
train,Climate:h4:f2:o304,304,0,636,308,True
train,Climate:h4:f2:o305,305,0,636,309,True
train,Climate:h4:f2:o306,306,0,636,310,True
train,Climate:h4:f2:o307,307,0,636,311,True
train,Climate:h4:f2:o308,308,0,636,312,True
train,Climate:h4:f2:o309,309,0,636,313,True
train,Climate:h4:f2:o310,310,0,636,314,True
train,Climate:h4:f2:o311,311,0,636,315,True
train,Climate:h4:f2:o312,312,0,636,316,True
train,Climate:h4:f2:o313,313,0,636,317,True
train,Climate:h4:f2:o314,314,0,636,318,True
train,Climate:h4:f2:o315,315,0,636,319,True
train,Climate:h4:f2:o316,316,0,636,320,True
train,Climate:h4:f2:o317,317,0,636,321,True
train,Climate:h4:f2:o318,318,0,636,322,True
train,Climate:h4:f2:o319,319,0,636,323,True
train,Climate:h4:f2:o320,320,0,636,324,True
train,Climate:h4:f2:o321,321,0,636,325,True
train,Climate:h4:f2:o322,322,0,636,326,True
train,Climate:h4:f2:o323,323,0,636,327,True
train,Climate:h4:f2:o324,324,0,636,328,True
train,Climate:h4:f2:o325,325,0,636,329,True
train,Climate:h4:f2:o326,326,0,636,330,True
train,Climate:h4:f2:o327,327,0,636,331,True
train,Climate:h4:f2:o328,328,0,636,332,True
train,Climate:h4:f2:o329,329,0,636,333,True
train,Climate:h4:f2:o330,330,0,636,334,True
train,Climate:h4:f2:o331,331,0,636,335,True
train,Climate:h4:f2:o332,332,0,636,336,True
train,Climate:h4:f2:o333,333,0,636,337,True
train,Climate:h4:f2:o334,334,0,636,338,True
train,Climate:h4:f2:o335,335,0,636,339,True
train,Climate:h4:f2:o336,336,0,636,340,True
train,Climate:h4:f2:o337,337,0,636,341,True
train,Climate:h4:f2:o338,338,0,636,342,True
train,Climate:h4:f2:o339,339,0,636,343,True
train,Climate:h4:f2:o340,340,0,636,344,True
train,Climate:h4:f2:o341,341,0,636,345,True
train,Climate:h4:f2:o342,342,0,636,346,True
train,Climate:h4:f2:o343,343,0,636,347,True
train,Climate:h4:f2:o344,344,0,636,348,True
train,Climate:h4:f2:o345,345,0,636,349,True
train,Climate:h4:f2:o346,346,0,636,350,True
train,Climate:h4:f2:o347,347,0,636,351,True
train,Climate:h4:f2:o348,348,0,636,352,True
train,Climate:h4:f2:o349,349,0,636,353,True
train,Climate:h4:f2:o350,350,0,636,354,True
train,Climate:h4:f2:o351,351,0,636,355,True
train,Climate:h4:f2:o352,352,0,636,356,True
train,Climate:h4:f2:o353,353,0,636,357,True
train,Climate:h4:f2:o354,354,0,636,358,True
train,Climate:h4:f2:o355,355,0,636,359,True
train,Climate:h4:f2:o356,356,0,636,360,True
train,Climate:h4:f2:o357,357,0,636,361,True
train,Climate:h4:f2:o358,358,0,636,362,True
train,Climate:h4:f2:o359,359,0,636,363,True
train,Climate:h4:f2:o360,360,0,636,364,True
train,Climate:h4:f2:o361,361,0,636,365,True
train,Climate:h4:f2:o362,362,0,636,366,True
train,Climate:h4:f2:o363,363,0,636,367,True
train,Climate:h4:f2:o364,364,0,636,368,True
train,Climate:h4:f2:o365,365,0,636,369,True
train,Climate:h4:f2:o366,366,0,636,370,True
train,Climate:h4:f2:o367,367,0,636,371,True
train,Climate:h4:f2:o368,368,0,636,372,True
train,Climate:h4:f2:o369,369,0,636,373,True
train,Climate:h4:f2:o370,370,0,636,374,True
train,Climate:h4:f2:o371,371,0,636,375,True
train,Climate:h4:f2:o372,372,0,636,376,True
train,Climate:h4:f2:o373,373,0,636,377,True
train,Climate:h4:f2:o374,374,0,636,378,True
train,Climate:h4:f2:o375,375,0,636,379,True
train,Climate:h4:f2:o376,376,0,636,380,True
train,Climate:h4:f2:o377,377,0,636,381,True
train,Climate:h4:f2:o378,378,0,636,382,True
train,Climate:h4:f2:o379,379,0,636,383,True
train,Climate:h4:f2:o380,380,0,636,384,True
train,Climate:h4:f2:o381,381,0,636,385,True
train,Climate:h4:f2:o382,382,0,636,386,True
train,Climate:h4:f2:o383,383,0,636,387,True
train,Climate:h4:f2:o384,384,0,636,388,True
train,Climate:h4:f2:o385,385,0,636,389,True
train,Climate:h4:f2:o386,386,0,636,390,True
train,Climate:h4:f2:o387,387,0,636,391,True
train,Climate:h4:f2:o388,388,0,636,392,True
train,Climate:h4:f2:o389,389,0,636,393,True
train,Climate:h4:f2:o390,390,0,636,394,True
train,Climate:h4:f2:o391,391,0,636,395,True
train,Climate:h4:f2:o392,392,0,636,396,True
train,Climate:h4:f2:o393,393,0,636,397,True
train,Climate:h4:f2:o394,394,0,636,398,True
train,Climate:h4:f2:o395,395,0,636,399,True
train,Climate:h4:f2:o396,396,0,636,400,True
train,Climate:h4:f2:o397,397,0,636,401,True
train,Climate:h4:f2:o398,398,0,636,402,True
train,Climate:h4:f2:o399,399,0,636,403,True
train,Climate:h4:f2:o400,400,0,636,404,True
train,Climate:h4:f2:o401,401,0,636,405,True
train,Climate:h4:f2:o402,402,0,636,406,True
train,Climate:h4:f2:o403,403,0,636,407,True
train,Climate:h4:f2:o404,404,0,636,408,True
train,Climate:h4:f2:o405,405,0,636,409,True
train,Climate:h4:f2:o406,406,0,636,410,True
train,Climate:h4:f2:o407,407,0,636,411,True
train,Climate:h4:f2:o408,408,0,636,412,True
train,Climate:h4:f2:o409,409,0,636,413,True
train,Climate:h4:f2:o410,410,0,636,414,True
train,Climate:h4:f2:o411,411,0,636,415,True
train,Climate:h4:f2:o412,412,0,636,416,True
train,Climate:h4:f2:o413,413,0,636,417,True
train,Climate:h4:f2:o414,414,0,636,418,True
train,Climate:h4:f2:o415,415,0,636,419,True
train,Climate:h4:f2:o416,416,0,636,420,True
train,Climate:h4:f2:o417,417,0,636,421,True
train,Climate:h4:f2:o418,418,0,636,422,True
train,Climate:h4:f2:o419,419,0,636,423,True
train,Climate:h4:f2:o420,420,0,636,424,True
train,Climate:h4:f2:o421,421,0,636,425,True
train,Climate:h4:f2:o422,422,0,636,426,True
train,Climate:h4:f2:o423,423,0,636,427,True
train,Climate:h4:f2:o424,424,0,636,428,True
train,Climate:h4:f2:o425,425,0,636,429,True
train,Climate:h4:f2:o426,426,0,636,430,True
train,Climate:h4:f2:o427,427,0,636,431,True
train,Climate:h4:f2:o428,428,0,636,432,True
train,Climate:h4:f2:o429,429,0,636,433,True
train,Climate:h4:f2:o430,430,0,636,434,True
train,Climate:h4:f2:o431,431,0,636,435,True
train,Climate:h4:f2:o432,432,0,636,436,True
train,Climate:h4:f2:o433,433,0,636,437,True
train,Climate:h4:f2:o434,434,0,636,438,True
train,Climate:h4:f2:o435,435,0,636,439,True
train,Climate:h4:f2:o436,436,0,636,440,True
train,Climate:h4:f2:o437,437,0,636,441,True
train,Climate:h4:f2:o438,438,0,636,442,True
train,Climate:h4:f2:o439,439,0,636,443,True
train,Climate:h4:f2:o440,440,0,636,444,True
train,Climate:h4:f2:o441,441,0,636,445,True
train,Climate:h4:f2:o442,442,0,636,446,True
train,Climate:h4:f2:o443,443,0,636,447,True
train,Climate:h4:f2:o444,444,0,636,448,True
train,Climate:h4:f2:o445,445,0,636,449,True
train,Climate:h4:f2:o446,446,0,636,450,True
train,Climate:h4:f2:o447,447,0,636,451,True
train,Climate:h4:f2:o448,448,0,636,452,True
train,Climate:h4:f2:o449,449,0,636,453,True
train,Climate:h4:f2:o450,450,0,636,454,True
train,Climate:h4:f2:o451,451,0,636,455,True
train,Climate:h4:f2:o452,452,0,636,456,True
train,Climate:h4:f2:o453,453,0,636,457,True
train,Climate:h4:f2:o454,454,0,636,458,True
train,Climate:h4:f2:o455,455,0,636,459,True
train,Climate:h4:f2:o456,456,0,636,460,True
train,Climate:h4:f2:o457,457,0,636,461,True
train,Climate:h4:f2:o458,458,0,636,462,True
train,Climate:h4:f2:o459,459,0,636,463,True
train,Climate:h4:f2:o460,460,0,636,464,True
train,Climate:h4:f2:o461,461,0,636,465,True
train,Climate:h4:f2:o462,462,0,636,466,True
train,Climate:h4:f2:o463,463,0,636,467,True
train,Climate:h4:f2:o464,464,0,636,468,True
train,Climate:h4:f2:o465,465,0,636,469,True
train,Climate:h4:f2:o466,466,0,636,470,True
train,Climate:h4:f2:o467,467,0,636,471,True
train,Climate:h4:f2:o468,468,0,636,472,True
train,Climate:h4:f2:o469,469,0,636,473,True
train,Climate:h4:f2:o470,470,0,636,474,True
train,Climate:h4:f2:o471,471,0,636,475,True
train,Climate:h4:f2:o472,472,0,636,476,True
train,Climate:h4:f2:o473,473,0,636,477,True
train,Climate:h4:f2:o474,474,0,636,478,True
train,Climate:h4:f2:o475,475,0,636,479,True
train,Climate:h4:f2:o476,476,0,636,480,True
train,Climate:h4:f2:o477,477,0,636,481,True
train,Climate:h4:f2:o478,478,0,636,482,True
train,Climate:h4:f2:o479,479,0,636,483,True
train,Climate:h4:f2:o480,480,0,636,484,True
train,Climate:h4:f2:o481,481,0,636,485,True
train,Climate:h4:f2:o482,482,0,636,486,True
train,Climate:h4:f2:o483,483,0,636,487,True
train,Climate:h4:f2:o484,484,0,636,488,True
train,Climate:h4:f2:o485,485,0,636,489,True
train,Climate:h4:f2:o486,486,0,636,490,True
train,Climate:h4:f2:o487,487,0,636,491,True
train,Climate:h4:f2:o488,488,0,636,492,True
train,Climate:h4:f2:o489,489,0,636,493,True
train,Climate:h4:f2:o490,490,0,636,494,True
train,Climate:h4:f2:o491,491,0,636,495,True
train,Climate:h4:f2:o492,492,0,636,496,True
train,Climate:h4:f2:o493,493,0,636,497,True
train,Climate:h4:f2:o494,494,0,636,498,True
train,Climate:h4:f2:o495,495,0,636,499,True
train,Climate:h4:f2:o496,496,0,636,500,True
train,Climate:h4:f2:o497,497,0,636,501,True
train,Climate:h4:f2:o498,498,0,636,502,True
train,Climate:h4:f2:o499,499,0,636,503,True
train,Climate:h4:f2:o500,500,0,636,504,True
train,Climate:h4:f2:o501,501,0,636,505,True
train,Climate:h4:f2:o502,502,0,636,506,True
train,Climate:h4:f2:o503,503,0,636,507,True
train,Climate:h4:f2:o504,504,0,636,508,True
train,Climate:h4:f2:o505,505,0,636,509,True
train,Climate:h4:f2:o506,506,0,636,510,True
train,Climate:h4:f2:o507,507,0,636,511,True
train,Climate:h4:f2:o508,508,0,636,512,True
train,Climate:h4:f2:o509,509,0,636,513,True
train,Climate:h4:f2:o510,510,0,636,514,True
train,Climate:h4:f2:o511,511,0,636,515,True
train,Climate:h4:f2:o512,512,0,636,516,True
train,Climate:h4:f2:o513,513,0,636,517,True
train,Climate:h4:f2:o514,514,0,636,518,True
train,Climate:h4:f2:o515,515,0,636,519,True
train,Climate:h4:f2:o516,516,0,636,520,True
train,Climate:h4:f2:o517,517,0,636,521,True
train,Climate:h4:f2:o518,518,0,636,522,True
train,Climate:h4:f2:o519,519,0,636,523,True
train,Climate:h4:f2:o520,520,0,636,524,True
train,Climate:h4:f2:o521,521,0,636,525,True
train,Climate:h4:f2:o522,522,0,636,526,True
train,Climate:h4:f2:o523,523,0,636,527,True
train,Climate:h4:f2:o524,524,0,636,528,True
train,Climate:h4:f2:o525,525,0,636,529,True
train,Climate:h4:f2:o526,526,0,636,530,True
train,Climate:h4:f2:o527,527,0,636,531,True
train,Climate:h4:f2:o528,528,0,636,532,True
train,Climate:h4:f2:o529,529,0,636,533,True
train,Climate:h4:f2:o530,530,0,636,534,True
train,Climate:h4:f2:o531,531,0,636,535,True
train,Climate:h4:f2:o532,532,0,636,536,True
train,Climate:h4:f2:o533,533,0,636,537,True
train,Climate:h4:f2:o534,534,0,636,538,True
train,Climate:h4:f2:o535,535,0,636,539,True
train,Climate:h4:f2:o536,536,0,636,540,True
train,Climate:h4:f2:o537,537,0,636,541,True
train,Climate:h4:f2:o538,538,0,636,542,True
train,Climate:h4:f2:o539,539,0,636,543,True
train,Climate:h4:f2:o540,540,0,636,544,True
train,Climate:h4:f2:o541,541,0,636,545,True
train,Climate:h4:f2:o542,542,0,636,546,True
train,Climate:h4:f2:o543,543,0,636,547,True
train,Climate:h4:f2:o544,544,0,636,548,True
train,Climate:h4:f2:o545,545,0,636,549,True
train,Climate:h4:f2:o546,546,0,636,550,True
train,Climate:h4:f2:o547,547,0,636,551,True
train,Climate:h4:f2:o548,548,0,636,552,True
train,Climate:h4:f2:o549,549,0,636,553,True
train,Climate:h4:f2:o550,550,0,636,554,True
train,Climate:h4:f2:o551,551,0,636,555,True
train,Climate:h4:f2:o552,552,0,636,556,True
train,Climate:h4:f2:o553,553,0,636,557,True
train,Climate:h4:f2:o554,554,0,636,558,True
train,Climate:h4:f2:o555,555,0,636,559,True
train,Climate:h4:f2:o556,556,0,636,560,True
train,Climate:h4:f2:o557,557,0,636,561,True
train,Climate:h4:f2:o558,558,0,636,562,True
train,Climate:h4:f2:o559,559,0,636,563,True
train,Climate:h4:f2:o560,560,0,636,564,True
train,Climate:h4:f2:o561,561,0,636,565,True
train,Climate:h4:f2:o562,562,0,636,566,True
train,Climate:h4:f2:o563,563,0,636,567,True
train,Climate:h4:f2:o564,564,0,636,568,True
train,Climate:h4:f2:o565,565,0,636,569,True
train,Climate:h4:f2:o566,566,0,636,570,True
train,Climate:h4:f2:o567,567,0,636,571,True
train,Climate:h4:f2:o568,568,0,636,572,True
train,Climate:h4:f2:o569,569,0,636,573,True
train,Climate:h4:f2:o570,570,0,636,574,True
train,Climate:h4:f2:o571,571,0,636,575,True
train,Climate:h4:f2:o572,572,0,636,576,True
train,Climate:h4:f2:o573,573,0,636,577,True
train,Climate:h4:f2:o574,574,0,636,578,True
train,Climate:h4:f2:o575,575,0,636,579,True
train,Climate:h4:f2:o576,576,0,636,580,True
train,Climate:h4:f2:o577,577,0,636,581,True
train,Climate:h4:f2:o578,578,0,636,582,True
train,Climate:h4:f2:o579,579,0,636,583,True
train,Climate:h4:f2:o580,580,0,636,584,True
train,Climate:h4:f2:o581,581,0,636,585,True
train,Climate:h4:f2:o582,582,0,636,586,True
train,Climate:h4:f2:o583,583,0,636,587,True
train,Climate:h4:f2:o584,584,0,636,588,True
train,Climate:h4:f2:o585,585,0,636,589,True
train,Climate:h4:f2:o586,586,0,636,590,True
train,Climate:h4:f2:o587,587,0,636,591,True
train,Climate:h4:f2:o588,588,0,636,592,True
train,Climate:h4:f2:o589,589,0,636,593,True
train,Climate:h4:f2:o590,590,0,636,594,True
train,Climate:h4:f2:o591,591,0,636,595,True
train,Climate:h4:f2:o592,592,0,636,596,True
train,Climate:h4:f2:o593,593,0,636,597,True
train,Climate:h4:f2:o594,594,0,636,598,True
train,Climate:h4:f2:o595,595,0,636,599,True
train,Climate:h4:f2:o596,596,0,636,600,True
train,Climate:h4:f2:o597,597,0,636,601,True
train,Climate:h4:f2:o598,598,0,636,602,True
train,Climate:h4:f2:o599,599,0,636,603,True
train,Climate:h4:f2:o600,600,0,636,604,True
train,Climate:h4:f2:o601,601,0,636,605,True
train,Climate:h4:f2:o602,602,0,636,606,True
train,Climate:h4:f2:o603,603,0,636,607,True
train,Climate:h4:f2:o604,604,0,636,608,True
train,Climate:h4:f2:o605,605,0,636,609,True
train,Climate:h4:f2:o606,606,0,636,610,True
train,Climate:h4:f2:o607,607,0,636,611,True
