task_id,origin_id,proxy_selected,conservative_lag_selected,removed_by_lag,removed_end_dates,trigger
SocialGood_h3_f1,SocialGood:h3:f1:o416,32,32,"['26ac42512914be6c', '55e021b6a1d7fc58', '5ab01575e25fbd76', '805ace3d5676a0f4', 'a77f768accc02c45', 'bbb9744e9545af3a', 'dccb51cd4f3d3cbd', 'e18f2cfbe2d89687', 'f366b3b484bc5cfb', 'fcada915a8e50376']","['1982-08-15', '1982-08-29', '1982-08-01', '1982-08-01', '1982-08-08', '1982-08-29', '1982-08-22', '1982-08-15', '1982-08-22', '1982-08-08']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o417,32,32,"['09b46f52e60269eb', '1b3ca242e8bb546c', '4f206df6caf751ef', '75ecbda44e37b4cf', '8335f16bf41a711e', '83b7a636c4994f2c', 'd305f953855e00be', 'f005b0cdfabc7ede']","['1982-09-05', '1982-09-26', '1982-09-19', '1982-09-05', '1982-09-26', '1982-09-19', '1982-09-12', '1982-09-12']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o418,32,32,"['2938d0c65d8c0112', '6443add6805b425a', '6970d62d1aef3351', '706689c3f97540e5', '8ac5d9d1f0a699bb', '94595e97b1b28b8b', '9a1c2ca21a2d7e8a', 'd31cee0a4b624816', 'ef8a2ece16e17030', 'fe5322cbe28c05cd']","['1982-10-17', '1982-10-03', '1982-10-24', '1982-10-10', '1982-10-10', '1982-10-24', '1982-10-31', '1982-10-03', '1982-10-17', '1982-10-31']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o419,32,32,"['08910221d2787207', '47b469fa5c6d389c', '4f78e1eb0a8ac109', '68607b0f75c4ec15', '86b14a6117ba92c0', '89490d13228c904b', '9a1c2ca21a2d7e8a', 'bedef08752591448', 'f7c53df68c7a3d2e', 'fe5322cbe28c05cd']","['1982-11-21', '1982-11-21', '1982-11-28', '1982-11-14', '1982-11-07', '1982-11-14', '1982-10-31', '1982-11-28', '1982-11-07', '1982-10-31']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o420,32,32,"['069a39be3e0141cb', '5d414a45e97432c4', '5e54e52375f49e53', '73bc600cc6e7f661', 'b0249b098e28cca3', 'b5eaf73ba9917c51', 'd1a4be9af275da94', 'fd1a5de57fc7764a']","['1982-12-05', '1982-12-12', '1982-12-19', '1982-12-05', '1982-12-26', '1982-12-19', '1982-12-26', '1982-12-12']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o421,32,32,"['17ff77b1c6e73acd', '18ad3ad8cc47c944', '450c5cb0b8019690', '4cc81675b76c69d0', '7f1de98e24ccc15b', '83cf638b86a9b3d9', 'cf428c72c421dcc8', 'd666e4499a09be92']","['1983-01-09', '1983-01-23', '1983-01-02', '1983-01-16', '1983-01-02', '1983-01-30', '1983-01-16', '1983-01-30']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o422,32,32,"['0c8105329ff471a7', '3364c300d403d173', '45510df32aee6d83', '83cf638b86a9b3d9', 'b347688fd30052a9', 'c86814022adf10b1', 'c9bffc7e88ba4c00', 'ca2c563ac14afd02', 'd666e4499a09be92']","['1983-02-06', '1983-02-20', '1983-02-06', '1983-01-30', '1983-02-20', '1983-02-13', '1983-02-27', '1983-02-27', '1983-01-30']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o423,32,32,"['0d2d40c745fffa49', '3d5fb38b6ca28fcc', '3f01062853eadc7b', 'a1d8e7a4aa6bae7d', 'aa11f5af552d093b', 'b07b4a107f8785b3', 'c16c34f07c5e1b7d', 'f1072c71a7a93833']","['1983-03-27', '1983-03-06', '1983-03-20', '1983-03-13', '1983-03-27', '1983-03-20', '1983-03-06', '1983-03-13']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o424,32,32,"['12ee48d72b13aa5d', '55970ea7403d0c45', '55fc1a6b83b4e1cd', '85329900d9306f17', '88fba7b4860bfb13', 'a919b901089ff34b', 'f72e74c50ddb4e02', 'fa78da50c4743923']","['1983-04-17', '1983-04-03', '1983-04-17', '1983-04-03', '1983-04-24', '1983-04-24', '1983-04-10', '1983-04-10']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o425,32,32,"['0be30d285b29a4df', '2d8fcc9d28e4c783', '38f37befe4ed4735', '5f0bee3bf961e194', '75a54b4cee5b9de9', 'd73891f2cfe238f0', 'f30294ab79f7d92e', 'f9066235c1fbb794', 'fea7138616b9c958']","['1983-05-15', '1983-05-29', '1983-05-01', '1983-05-08', '1983-05-01', '1983-05-29', '1983-05-22', '1983-05-15', '1983-05-22']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o426,32,32,"['0130ac6443ea0037', '1d5e0743ffd50332', '29be51bc28304b99', '5f7c2a1f8c3e894a', '6bdc2af585724dc9', '8528a61222952dd9', 'fc7ec039b83db407']","['1983-06-05', '1983-06-12', '1983-06-05', '1983-06-26', '1983-06-19', '1983-06-26', '1983-06-19']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o427,32,32,"['468bd298c99487e8', '4a54bee81abb296c', '4b478c8784d7098f', '51ed5cd5605d11ed', '5f3aaa1113933bf6', '6ba39316d059be00', '733cdcb75f732685', '74773ea5fa7d7f72', '810ef4d43b1868d8', 'd8916023cb717dde']","['1983-07-24', '1983-07-03', '1983-07-17', '1983-07-10', '1983-07-31', '1983-07-31', '1983-07-03', '1983-07-24', '1983-07-10', '1983-07-17']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o428,32,32,"['04134bbd984c63e1', '80b7df3512731500', '883bf69ca3bac79e', '9e3ffdbcd7884d4b', 'afe1532856a15013', 'd8b578d627d25c55', 'e6a244db5296951a']","['1983-08-14', '1983-08-14', '1983-08-21', '1983-08-07', '1983-08-07', '1983-08-21', '1983-08-28']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o429,32,32,"['1732f6631af071dd', '3ab797c7b996ea11', '664e9c16e6ee0964', '66ea53fbf017e846', '696900a51d37a72d', '7e2aa1c7e84e5416', 'c3782e45b6784a92', 'd9644855235aadb0']","['1983-09-18', '1983-09-11', '1983-09-18', '1983-09-04', '1983-09-04', '1983-09-25', '1983-09-11', '1983-09-25']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o430,32,32,"['2e715be3abd84e75', '61888dce4e861bc1', '7d28ddc4cc3fa38b', '99cd77709f104cd5', 'a0458187b17b49f4', 'cb8ab6ec3a593b6d', 'cecdddbcb9f3a0bf', 'e3005b1e487cf84c']","['1983-10-09', '1983-10-02', '1983-10-16', '1983-10-23', '1983-10-30', '1983-10-09', '1983-10-02', '1983-10-16']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o431,32,32,"['2f772b8efcd27b55', '3334ec6ff3f21302', '5b3b084a68c4a994', '5df68d9f388fbdd2', '828d946361d47cf4', '844472c2a3dcdcbb', 'c78a00bc971d502b', 'efdee317a8ae672c']","['1983-11-13', '1983-11-06', '1983-11-20', '1983-11-06', '1983-11-27', '1983-11-27', '1983-11-13', '1983-11-20']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o432,32,32,"['0529533c8e999a43', '17833e6fd0944b4b', '3536277480179649', '3ffa092795311d4b', '4ac05fd287459b16', 'ca47b117e4fe0680', 'd2d626e3b339cec6', 'f38ee790c1215ea8']","['1983-12-18', '1983-12-04', '1983-12-11', '1983-12-11', '1983-12-25', '1983-12-04', '1983-12-18', '1983-12-25']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o433,32,32,"['017c96ebcd06372a', '19b615ba9a2411cc', '33803ac10f158db2', '3676c998ad7c0f47', '43ba5aa4962a2acb', '622462c7869e4e3d', '7637e09a1fe54567', 'd7e81bfb6e39eb2a', 'deb22d76653a44e8']","['1984-01-08', '1984-01-29', '1984-01-01', '1984-01-29', '1984-01-15', '1984-01-22', '1984-01-08', '1984-01-01', '1984-01-15']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o434,32,32,"['4649aa13894a7f9c', '59b8faa7fa671353', '600933e83ebdd86a', '66bc4ef9ae5d934c', '7aed7b9d1d947e48', '8e5336b60d9c80c4', 'cfb4071297e53522', 'fd0bd55ddc46e6f2']","['1984-02-19', '1984-02-26', '1984-02-12', '1984-02-26', '1984-02-05', '1984-02-05', '1984-02-12', '1984-02-19']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o435,32,32,"['2c45eeb4602b1fe5', '7cfe0e911f71eecd', '82aa309a45de896a', '9612942f6bbafdad', 'a9dafd8932cbf998', 'ab6fc431649e6fe4', 'e025ddba4d6875ae']","['1984-03-18', '1984-03-25', '1984-03-11', '1984-03-04', '1984-03-25', '1984-03-18', '1984-03-04']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o436,32,32,"['1994a1f42177226d', '43f26901dc623691', '4d8939005cf9e3c5', '4d9b3aabf584e0d9', '4f7492ec649ada8c', 'baca3817e81f621b', 'd0aaccd1f16f1955', 'e3dfe5a3f085b3c0']","['1984-04-29', '1984-04-01', '1984-04-08', '1984-04-01', '1984-04-22', '1984-04-15', '1984-04-15', '1984-04-29']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o437,32,32,"['12be219fa691d7f8', '235dd62ff873a962', '2ddd23dd16117748', '4627b8b9a3442274', '62bfcd5a56428202', '949f47d2707815f1', 'a7897b115287c0ce', 'adbfc7c04895db37']","['1984-05-27', '1984-05-20', '1984-05-06', '1984-05-13', '1984-05-06', '1984-05-20', '1984-05-27', '1984-05-13']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o438,32,32,"['0e88f1fa6cb5da4f', '94b3b68519979709', 'a5e15e17b4198cd9', 'cddebfb447ac2688', 'e0622ca0720a00b0', 'ebbd6745bf3b703f', 'f7f265af465b40d5']","['1984-06-17', '1984-06-03', '1984-06-03', '1984-06-10', '1984-06-17', '1984-06-10', '1984-06-24']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o439,32,32,"['078faad89e4d7e67', '1a22c4a40971ad05', '36a43eb5d87c3c54', '8461ff234f76a7b2', '88a7c924b402fb1d', 'b9c000d458df684a', 'befd0ca1e7d46d11', 'd44d575c44554ee5', 'd6d69499e5b0a97a']","['1984-07-22', '1984-07-08', '1984-07-01', '1984-07-01', '1984-07-29', '1984-07-29', '1984-07-22', '1984-07-15', '1984-07-15']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o440,32,32,"['426e6973c3520cfc', '6102cb5298e0e46a', '83a5e3dc7bc78148', 'a046b62a60f27a83', 'db9303bb86227c31', 'dde0f635f0a4cda6', 'edb36bfcc4539b19', 'fbc02219628ff576']","['1984-08-26', '1984-08-12', '1984-08-19', '1984-08-05', '1984-08-05', '1984-08-26', '1984-08-12', '1984-08-19']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o441,32,32,"['1851b2304c1df80f', '1b6ef4c0c301b69b', '29860c71c8ccfb13', '3adfd7496a28d8e7', '40be7bbb709ec3c8', '43b7e94c726e2b9b', '46ac8b5e818853d7', '6e3a8e3b5d845775', '7e7c44e4b4f15354', '8908eb80e2be5928']","['1984-09-30', '1984-09-09', '1984-09-16', '1984-09-30', '1984-09-16', '1984-09-02', '1984-09-09', '1984-09-23', '1984-09-23', '1984-09-02']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o442,32,32,"['30e40b3bf3f05aec', '7a233c7516548aa2', '9265e951d3d8aaeb', '9bf8d2a5492bd480', '9eaa2e4971732a9d', '9fb20edfadb89d6b', 'aa128bb84ecbbef5', 'bc0377d00eaceeff']","['1984-10-28', '1984-10-21', '1984-10-21', '1984-10-28', '1984-10-14', '1984-10-07', '1984-10-07', '1984-10-14']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o443,32,32,"['0652e81318d42e7d', '45b568a387e0020f', '66b3c263d25d31d0', '7cadb660008a09fd', 'dba99390d1e788b9', 'dbf8afdd07d1cc0a', 'dc5dd6c85b7166dc', 'e5f1b1f720154c0d']","['1984-11-11', '1984-11-25', '1984-11-18', '1984-11-04', '1984-11-04', '1984-11-11', '1984-11-18', '1984-11-25']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o444,32,32,"['0ff5797863383e08', '348f89885a3ff46e', '49f41a280fd5a71d', '4e423aabcee782c0', '5f791188bce30bef', '6ff336af9c6975de', '9741be0ed6e14146', 'cb1bbc4efcee44fa']","['1984-12-23', '1984-12-02', '1984-12-30', '1984-12-09', '1984-12-16', '1984-12-09', '1984-12-02', '1984-12-16']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o445,32,32,"['090643275f8a2d7b', '2ef6173d5a66dbe0', '4de322adfa31dfb5', '60de953f2c22eff4', '68628c74ef4a5f07', '70e1283761c856bf', '88265f9b1a16459c', 'd1948a93c8d5dcfb']","['1985-01-27', '1985-01-13', '1985-01-06', '1985-01-27', '1985-01-06', '1985-01-13', '1985-01-20', '1985-01-20']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o446,32,32,"['0dc9c6d5981bb263', '1f269fcf02dc030f', '27bd692549b07d9d', '2feed2be3007580d', '72303d4e37b54536', '9cc92b3fdea27018', 'be8ad9bbeafe2b8b', 'd039463184a42fbc']","['1985-02-17', '1985-02-17', '1985-02-24', '1985-02-10', '1985-02-10', '1985-02-03', '1985-02-03', '1985-02-24']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o447,32,32,"['45f5284c08de1b23', '5337f8dfd9fbf956', '53939dd11c5582f5', '53c9d65e45f1befb', '67310ae894deb100', 'bf507cd617912ca9', 'd1de8bf31ed54334', 'da5f448a0592d591']","['1985-03-24', '1985-03-31', '1985-03-17', '1985-03-03', '1985-03-17', '1985-03-10', '1985-03-03', '1985-03-24']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o448,32,32,"['1b66ec6615e5b11f', '266a374e17421c05', '5337f8dfd9fbf956', '67ae00e9cace954a', '78d9d4f800312bf6', 'e2e007a9a30811d6', 'e2e6e8fd18050779', 'e7e186b0a5676b17', 'f553eaa92b7d3e51']","['1985-04-14', '1985-04-21', '1985-03-31', '1985-04-07', '1985-04-28', '1985-04-21', '1985-04-28', '1985-04-14', '1985-04-07']",lag_not_elapsed
