segment,feature,unit,basis,n,finite_n,mean,std,q25,median,q75,missing_rate,delta_mean_from_train,delta_mean_in_train_sd
calibration,proxy/quality_6,feature value,recomputed from safe released feature,124,124,0.006491492538067001,0.004191680019872758,0.005494505632668734,0.005494505632668734,0.005494505632668734,0.0,-0.0008092963432382643,-0.1391788649858678
calibration,proxy/quality_7,feature value,recomputed from safe released feature,124,124,0.4037032449437726,0.012307988612346929,0.39546949416399,0.40362539887428284,0.4130200147628784,0.0,-0.007936250791346633,-0.37293376477489726
calibration,proxy/quality_8,feature value,recomputed from safe released feature,124,124,0.08592986549821592,0.009649645205846052,0.0833333358168602,0.0833333358168602,0.0833333358168602,0.0,-0.011737500601326348,-0.3388669451617743
calibration,proxy/quality_9,feature value,recomputed from safe released feature,124,124,0.047379032258064516,0.035159637150393726,0.03125,0.03125,0.09375,0.0,-0.008720365332296927,-0.22795902023726095
calibration,conservative_lag/text_available,0/1,recomputed from safe released feature,124,124,1.0,0.0,1.0,1.0,1.0,0.0,0.0,
calibration,conservative_lag/quality_0,feature value,recomputed from safe released feature,124,124,3.1973580391176286,0.036485282841627574,3.1354942321777344,3.2188758850097656,3.2188758850097656,0.0,0.03515876513002425,0.41804600106273127
calibration,conservative_lag/quality_1,feature value,recomputed from safe released feature,124,124,3.865647000651206,0.018087108710495157,3.8501474857330322,3.8712010383605957,3.8712010383605957,0.0,0.04642547370260841,0.9200106056277301
calibration,conservative_lag/quality_2,feature value,recomputed from safe released feature,124,124,3.1973580391176286,0.036485282841627574,3.1354942321777344,3.2188758850097656,3.2188758850097656,0.0,0.03515876513002425,0.41804600106273127
calibration,conservative_lag/quality_3,feature value,recomputed from safe released feature,124,124,3.4965076446533203,0.0,3.4965076446533203,3.4965076446533203,3.4965076446533203,0.0,0.0,
calibration,conservative_lag/quality_4,feature value,recomputed from safe released feature,124,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
calibration,conservative_lag/quality_5,feature value,recomputed from safe released feature,124,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
calibration,conservative_lag/quality_6,feature value,recomputed from safe released feature,124,124,0.025722262059007923,0.00419168012740438,0.024725275114178658,0.024725275114178658,0.024725275114178658,0.0,-0.000809296367124377,-0.1391788649058048
calibration,conservative_lag/quality_7,feature value,recomputed from safe released feature,124,124,0.41783704103962066,0.010671113778807738,0.4102686867117882,0.41793400049209595,0.4253826439380646,0.0,-0.008372111115580894,-0.41401555455941413
calibration,conservative_lag/quality_8,feature value,recomputed from safe released feature,124,124,0.08547165437090781,0.016825051840262343,0.0833333358168602,0.0833333358168602,0.09090909361839294,0.0,-0.01222585917576502,-0.3320062407073061
calibration,conservative_lag/quality_9,feature value,recomputed from safe released feature,124,124,0.04712701612903226,0.0353856133054062,0.0234375,0.03125,0.09375,0.0,-0.009079954611071014,-0.23779475731684555
decision,numeric_history_raw/OT,source OT unit,recomputed from selection_fit historical input,13052,13052,61.364185717878186,8.841794921838574,54.22999954223633,60.599998474121094,68.29000091552734,0.0,3.6853868473889833,0.4072412174520308
decision,proxy/text_available,0/1,recomputed from safe released feature,251,251,1.0,0.0,1.0,1.0,1.0,0.0,0.0,
decision,proxy/quality_0,feature value,recomputed from safe released feature,251,251,3.2152217089892385,0.017068633042564993,3.2188758850097656,3.2188758850097656,3.2188758850097656,0.0,0.033554792288097435,0.440621167462451
decision,proxy/quality_1,feature value,recomputed from safe released feature,251,251,3.869777955856931,0.03186949846224491,3.8501474857330322,3.8712010383605957,3.891820192337036,0.0,0.03150792851901141,0.6318351128308826
decision,proxy/quality_2,feature value,recomputed from safe released feature,251,251,3.2152217089892385,0.017068633042564993,3.2188758850097656,3.2188758850097656,3.2188758850097656,0.0,0.033554792288097435,0.440621167462451
decision,proxy/quality_3,feature value,recomputed from safe released feature,251,251,3.4965076446533203,0.0,3.4965076446533203,3.4965076446533203,3.4965076446533203,0.0,0.0,
decision,proxy/quality_4,feature value,recomputed from safe released feature,251,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
decision,proxy/quality_5,feature value,recomputed from safe released feature,251,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
decision,proxy/quality_6,feature value,recomputed from safe released feature,251,251,0.0062606717558184345,0.0033824126553133734,0.005494505632668734,0.005494505632668734,0.005494505632668734,0.0,-0.0010401171254868311,-0.17887430505169255
decision,proxy/quality_7,feature value,recomputed from safe released feature,251,251,0.40780341850808893,0.012293532337412037,0.39852336049079895,0.4081141948699951,0.4169691950082779,0.0,-0.0038360772270302768,-0.1802617835368208
decision,proxy/quality_8,feature value,recomputed from safe released feature,251,251,0.0746106505393982,0.017544928277309926,0.0833333358168602,0.0833333358168602,0.0833333358168602,0.0,-0.023056715560144075,-0.6656577948500447
decision,proxy/quality_9,feature value,recomputed from safe released feature,251,251,0.11292330677290836,0.06504749524823564,0.0625,0.09375,0.15625,0.0,0.05682390918254692,1.4854334846877981
decision,conservative_lag/text_available,0/1,recomputed from safe released feature,251,251,1.0,0.0,1.0,1.0,1.0,0.0,0.0,
decision,conservative_lag/quality_0,feature value,recomputed from safe released feature,251,251,3.1959542354264583,0.03722691241928177,3.1354942321777344,3.2188758850097656,3.2188758850097656,0.0,0.033754961438853925,0.4013544444281183
decision,conservative_lag/quality_1,feature value,recomputed from safe released feature,251,251,3.850641508976302,0.03227467138476151,3.828641414642334,3.8501474857330322,3.8712010383605957,0.0,0.031419982027704574,0.6226477489339384
decision,conservative_lag/quality_2,feature value,recomputed from safe released feature,251,251,3.1959542354264583,0.03722691241928177,3.1354942321777344,3.2188758850097656,3.2188758850097656,0.0,0.033754961438853925,0.4013544444281183
decision,conservative_lag/quality_3,feature value,recomputed from safe released feature,251,251,3.4965076446533203,0.0,3.4965076446533203,3.4965076446533203,3.4965076446533203,0.0,0.0,
decision,conservative_lag/quality_4,feature value,recomputed from safe released feature,251,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
decision,conservative_lag/quality_5,feature value,recomputed from safe released feature,251,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
decision,conservative_lag/quality_6,feature value,recomputed from safe released feature,251,251,0.02560089358622097,0.003777294075188339,0.024725275114178658,0.024725275114178658,0.024725275114178658,0.0,-0.0009306648399113292,-0.1600512263348572
decision,conservative_lag/quality_7,feature value,recomputed from safe released feature,251,251,0.4222594693125007,0.010745961679412818,0.4152367115020752,0.4225172996520996,0.4297488331794739,0.0,-0.0039496828427008634,-0.19531873262066016
decision,conservative_lag/quality_8,feature value,recomputed from safe released feature,251,251,0.07455028593540192,0.02084670864143141,0.0833333358168602,0.0833333358168602,0.0833333358168602,0.0,-0.023147227611270915,-0.6285876445598378
decision,conservative_lag/quality_9,feature value,recomputed from safe released feature,251,251,0.11254980079681275,0.06524593383828939,0.0625,0.09375,0.15625,0.0,0.056342830056709474,1.4755612966989438
test,numeric_history_raw/OT,source OT unit,pre-release aggregate of historical features; no per-origin test history in Release,6448,6448,65.0601806640625,15.722500801086426,47.060001373291016,70.1500015258789,78.18000030517578,0.0,7.381381793573297,0.8156546470074728
test,proxy/text_available,0/1,recomputed from safe released feature,124,124,1.0,0.0,1.0,1.0,1.0,0.0,0.0,
test,proxy/quality_0,feature value,recomputed from safe released feature,124,124,3.1982777195592083,0.02835485637683803,3.178053855895996,3.2188758850097656,3.2188758850097656,0.0,0.016610802858067153,0.21812298180747164
test,proxy/quality_1,feature value,recomputed from safe released feature,124,124,3.8588054507009444,0.021267712530808846,3.8501474857330322,3.860674262046814,3.8712010383605957,0.0,0.02053542336302483,0.4118011607706237
test,proxy/quality_2,feature value,recomputed from safe released feature,124,124,3.1982777195592083,0.02835485637683803,3.178053855895996,3.2188758850097656,3.2188758850097656,0.0,0.016610802858067153,0.21812298180747164
test,proxy/quality_3,feature value,recomputed from safe released feature,124,124,3.4965076446533203,0.0,3.4965076446533203,3.4965076446533203,3.4965076446533203,0.0,0.0,
test,proxy/quality_4,feature value,recomputed from safe released feature,124,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,proxy/quality_5,feature value,recomputed from safe released feature,124,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,proxy/quality_6,feature value,recomputed from safe released feature,124,124,0.006380716229849044,0.0035331917073446514,0.005494505632668734,0.005494505632668734,0.005494505632668734,0.0,-0.0009200726514562215,-0.15822963788743374
test,proxy/quality_7,feature value,recomputed from safe released feature,124,124,0.40890639227244163,0.012049284649400282,0.4007398933172226,0.40889646112918854,0.41780585795640945,0.0,-0.0027331034626775774,-0.1284317482717436
test,proxy/quality_8,feature value,recomputed from safe released feature,124,124,0.08518097940231523,0.002588895828071891,0.0833333358168602,0.0833333358168602,0.08695652335882187,0.0,-0.012486386697227042,-0.3604876250843227
test,proxy/quality_9,feature value,recomputed from safe released feature,124,124,0.1267641129032258,0.059040123576725306,0.09375,0.125,0.15625,0.0,0.07066471531286436,1.8472459185173313
test,conservative_lag/text_available,0/1,recomputed from safe released feature,124,124,1.0,0.0,1.0,1.0,1.0,0.0,0.0,
test,conservative_lag/quality_0,feature value,recomputed from safe released feature,124,124,3.178784393495129,0.04380134594417426,3.1354942321777344,3.178053855895996,3.2188758850097656,0.0,0.016585119507524837,0.1972009785220654
test,conservative_lag/quality_1,feature value,recomputed from safe released feature,124,124,3.8399145507043406,0.02156136450098691,3.828641414642334,3.8501474857330322,3.8501474857330322,0.0,0.020693023755743223,0.4100723115878663
test,conservative_lag/quality_2,feature value,recomputed from safe released feature,124,124,3.178784393495129,0.04380134594417426,3.1354942321777344,3.178053855895996,3.2188758850097656,0.0,0.016585119507524837,0.1972009785220654
test,conservative_lag/quality_3,feature value,recomputed from safe released feature,124,124,3.4965076446533203,0.0,3.4965076446533203,3.4965076446533203,3.4965076446533203,0.0,0.0,
test,conservative_lag/quality_4,feature value,recomputed from safe released feature,124,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,conservative_lag/quality_5,feature value,recomputed from safe released feature,124,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,conservative_lag/quality_6,feature value,recomputed from safe released feature,124,124,0.025611485745156964,0.003533191809826533,0.024725275114178658,0.024725275114178658,0.024725275114178658,0.0,-0.0009200726809753361,-0.15822963820287086
test,conservative_lag/quality_7,feature value,recomputed from safe released feature,124,124,0.4233263332036234,0.010701416924407844,0.4160461649298668,0.4236305356025696,0.43079041689634323,0.0,-0.002882818951578159,-0.14256044508425136
test,conservative_lag/quality_8,feature value,recomputed from safe released feature,124,124,0.0854849356316751,0.01164135447072926,0.0833333358168602,0.08695652335882187,0.09090909361839294,0.0,-0.012212577914997733,-0.33164557391114824
test,conservative_lag/quality_9,feature value,recomputed from safe released feature,124,124,0.1267641129032258,0.059040123576725306,0.09375,0.125,0.15625,0.0,0.07055714216312253,1.8478196440753851
